id,price
188533,27951.702799722552
188534,68297.99976278399
188535,67374.2916539216
188536,37647.5756648446
188537,42543.36630487256
188538,28611.356085524894
188539,150.0
188540,70903.6590727442
188541,65203.40128022386
188542,48502.92972352728
188543,43994.78129417822
188544,150.0
188545,69489.16298812977
188546,89142.42662822572
188547,150.0
188548,76377.19594899146
188549,30346.54557158053
188550,3972.0698472228833
188551,63564.11881884071
188552,64259.95814825338
188553,70968.11116901203
188554,40341.90186828654
188555,61265.067270686384
188556,33118.68815698591
188557,23710.98548176349
188558,63171.902805774705
188559,25864.76266778563
188560,14416.957943909336
188561,74908.2344254218
188562,32361.510181214893
188563,69718.66215623077
188564,59255.35748537327
188565,47361.281844224315
188566,38247.50888001383
188567,22090.902308823075
188568,75162.03460715618
188569,20245.45016216417
188570,17020.244000714505
188571,38671.5134316145
188572,68808.6616546642
188573,33011.8825425508
188574,58935.47710055346
188575,51238.16168137523
188576,49884.14918573992
188577,17188.86310559837
188578,37837.96089599794
188579,52569.60165721015
188580,53490.811227970524
188581,72450.64684142149
188582,33125.012227718486
188583,83561.77980874409
188584,41134.96117947181
188585,49941.81194178108
188586,45526.27790624136
188587,56242.40360616776
188588,37887.204773539444
188589,150.0
188590,31602.9528811716
188591,24759.082830215106
188592,33547.39299810096
188593,35418.233100966085
188594,72483.62217113958
188595,29174.057638956467
188596,55935.125733204884
188597,38717.199489711784
188598,43950.093000240624
188599,24182.352311406285
188600,59490.26082151779
188601,58185.303824194474
188602,49726.49100265559
188603,82593.87106704176
188604,13632.553504249547
188605,47032.671541521326
188606,49101.34277499141
188607,72847.35629547923
188608,27721.38857178483
188609,60356.868071414065
188610,52652.40154613345
188611,32439.40777595574
188612,59675.89553924976
188613,41468.2218121062
188614,533.3497622350696
188615,49888.84756141086
188616,71688.50097168237
188617,50212.52421633969
188618,30969.947859468637
188619,69257.79937845306
188620,32109.535070086597
188621,36116.1124389749
188622,87096.35415143194
188623,55043.93019941775
188624,43652.76380354306
188625,42810.16142677772
188626,11678.118465726031
188627,77344.97798610199
188628,74123.20494470117
188629,31142.81792919454
188630,35137.31103146868
188631,60362.47787249228
188632,47986.65857538534
188633,63961.34887114307
188634,8328.074269305449
188635,59317.35785637889
188636,57010.73415609286
188637,14261.36873927759
188638,29825.846500367625
188639,36092.617783216294
188640,12225.378956710454
188641,40483.32716408349
188642,27615.617629153654
188643,73671.51085874997
188644,72703.6704861517
188645,56762.82822551066
188646,150.0
188647,28421.00035066763
188648,26058.86307343305
188649,42274.19921792322
188650,75619.92540079565
188651,47690.657982200384
188652,68385.08749083616
188653,65450.180370849324
188654,150.0
188655,21407.433844069717
188656,45469.26130634686
188657,40305.34274086426
188658,11601.575881174998
188659,65626.42160494649
188660,13256.98686299147
188661,63269.38096370152
188662,150.0
188663,24201.965980046196
188664,67155.64717386058
188665,89980.73586677806
188666,27798.879748454783
188667,22673.906915338477
188668,18916.8054982326
188669,33867.002765493
188670,60503.427885641344
188671,16121.510179961333
188672,29841.979502340546
188673,65811.04995747935
188674,7984.681102925912
188675,150.0
188676,48050.195564958965
188677,18484.206423416035
188678,41709.670173334656
188679,56611.6202286873
188680,60956.02511079912
188681,12868.899939332157
188682,15885.243324988987
188683,150.0
188684,67883.59983452689
188685,68733.57157469401
188686,76297.84275101032
188687,3740.711601702962
188688,48286.04249189305
188689,20289.80336115416
188690,38693.65704065189
188691,49783.169987306464
188692,34663.24671451212
188693,20344.899997771485
188694,22817.503404064104
188695,19851.451236724388
188696,58441.473733420484
188697,48672.372558518546
188698,8157.767195655266
188699,56914.82763537811
188700,63364.90807712963
188701,34797.9608744937
188702,20442.759087603074
188703,73968.71724023018
188704,54356.174807290314
188705,31182.54485160997
188706,78728.02625850937
188707,15009.508221495431
188708,41330.56872988562
188709,15198.459949649638
188710,37583.10217147716
188711,46632.69756793743
188712,61007.73816891364
188713,41344.296296965564
188714,33505.75072089583
188715,52674.468012499856
188716,40740.60349334171
188717,25477.066767103737
188718,24775.33736392297
188719,29934.917753918562
188720,17165.356806210242
188721,70264.0378573041
188722,56542.911224526586
188723,37707.76792942919
188724,38195.01418572338
188725,1721.4731424311176
188726,63521.69143706118
188727,30227.286786292214
188728,58887.71446713386
188729,30379.35768577084
188730,65167.249914626824
188731,68357.55008545658
188732,38247.280276758596
188733,30926.924640281824
188734,20371.830977919744
188735,150.0
188736,1147.7655157821719
188737,75466.48157230532
188738,65957.34030021122
188739,56321.127615032485
188740,69374.2402023666
188741,44912.674458630616
188742,23014.644557074178
188743,43049.896687799366
188744,66148.00739060855
188745,49387.904596393695
188746,40893.418329732725
188747,51663.303541535046
188748,7235.72036563023
188749,54000.153929160675
188750,150.0
188751,64784.77043246268
188752,77793.73269926966
188753,20189.258664721856
188754,73984.9861563684
188755,63702.88008676446
188756,46364.17318627774
188757,27141.347457679454
188758,18484.49347735173
188759,33010.64775886224
188760,2485.429456276819
188761,52591.949088677065
188762,60361.55245400616
188763,42570.52195288753
188764,18779.371256484417
188765,51654.84089845675
188766,31639.747166822897
188767,11296.173206381034
188768,47294.91618763283
188769,70829.65032843477
188770,52201.06853228854
188771,11777.086621154565
188772,150.0
188773,51464.11479131528
188774,56953.67392638582
188775,55317.02066041855
188776,31421.914338439237
188777,54450.694730623625
188778,28112.24728765525
188779,60375.36436572508
188780,62911.2210589156
188781,76498.61215811619
188782,15409.390615935903
188783,34906.89795858483
188784,63285.44432556722
188785,31998.902335474733
188786,54713.360421034275
188787,4446.192222808953
188788,23603.600490388693
188789,75159.55927605531
188790,150.0
188791,150.0
188792,86415.41041494976
188793,43505.004021361936
188794,10988.588411834091
188795,75731.57802162203
188796,11304.03658933146
188797,65678.83878656966
188798,18500.709420344792
188799,13429.470671619056
188800,50149.158027770696
188801,56936.23016584525
188802,33789.45997134643
188803,70661.77227018098
188804,14935.931822856655
188805,17309.63843093021
188806,74606.53441950353
188807,50246.98536359728
188808,52040.51053575869
188809,45120.82108853385
188810,26422.34074734547
188811,62688.14349451568
188812,19832.597496018978
188813,10082.370975910453
188814,52726.48469217075
188815,20877.475116335554
188816,47948.840411809506
188817,41829.35605778964
188818,32146.648741090903
188819,49122.37312275171
188820,32984.14125661901
188821,56565.62222093437
188822,34211.96778802946
188823,68878.44522202294
188824,150.0
188825,44348.92334645055
188826,4063.9162191699725
188827,37795.75390350516
188828,39896.13381217979
188829,10134.765769004822
188830,53999.93467835756
188831,66917.12638918776
188832,9373.252557228785
188833,43571.82730860077
188834,37026.23768680543
188835,34506.56771369884
188836,45685.359388237586
188837,70257.08661290957
188838,19438.695533595514
188839,150.0
188840,2704.327213702956
